Jurusan,Kategori,Deskripsi,Skills,Karier,URL,combined
Akuntansi Syariah,Ekonomi & Bisnis,"Hai, Quipperian! Kamu datang ke situs yang tepat apabila kamu sedang mencari jurusan yang paling cocok untuk melanjutkan pendidikan!","Pemahaman ilmu akuntansi, Pemahaman fatwa ekonomi dan keuangan syariah, Kemampuan berhitung, Kemampuan mengelola uang, Kemampuan menyajikan laporan keuangan","Akuntan, Konsultan Pajak, Dosen, Auditor",https://campus.quipper.com/majors/id-akuntansi-syariah,"Akuntansi Syariah Ekonomi & Bisnis Pemahaman ilmu akuntansi, Pemahaman fatwa ekonomi dan keuangan syariah, Kemampuan berhitung, Kemampuan mengelola uang, Kemampuan menyajikan laporan keuangan Akuntan, Konsultan Pajak, Dosen, Auditor Hai, Quipperian! Kamu datang ke situs yang tepat apabila kamu sedang mencari jurusan yang paling cocok untuk melanjutkan pendidikan!"
Sekretaris,Ekonomi & Bisnis,"Jurusan Sekretaris adalah jurusan yang mengkaji tentang seluk-beluk dunia kesekretariatan sehingga diharapkan lulusannya siap menjalani karier sekretaris secara profesional. Tugas sekretaris pada umumnya yakni untuk membantu pimpinan dalam menangani tugas-tugasnya. Maka, di jurusan ini kamu dituntut untuk menguasai keterampilan dalam menyelesaikan masalah-masalah organisasi.","Kemampuan komunikasi, Kemampuan berpikir logis, Keahlian mengoperasikan komputer, Kemampuan mengetik cepat, Kemampuan menulis, Kemampuan bahasa Indonesia dan bahasa asing, Kemampuan tata kearsipan, Kemampuan menyusun laporan, Kemampuan time management","Pegawai Negeri Sipil (PNS), Tata Usaha (Admin), Bagian Personalia (HRD), Sekretaris, Public Relations (Humas), Event Planner/Event Organizer, Resepsionis (Front Office), Guru SMP/SMA, Dosen",https://campus.quipper.com/majors/id-sekretaris,"Sekretaris Ekonomi & Bisnis Kemampuan komunikasi, Kemampuan berpikir logis, Keahlian mengoperasikan komputer, Kemampuan mengetik cepat, Kemampuan menulis, Kemampuan bahasa Indonesia dan bahasa asing, Kemampuan tata kearsipan, Kemampuan menyusun laporan, Kemampuan time management Pegawai Negeri Sipil (PNS), Tata Usaha (Admin), Bagian Personalia (HRD), Sekretaris, Public Relations (Humas), Event Planner/Event Organizer, Resepsionis (Front Office), Guru SMP/SMA, Dosen Jurusan Sekretaris adalah jurusan yang mengkaji tentang seluk-beluk dunia kesekretariatan sehingga diharapkan lulusannya siap menjalani karier sekretaris secara profesional. Tugas sekretaris pada umumnya yakni untuk membantu pimpinan dalam menangani tugas-tugasnya. Maka, di jurusan ini kamu dituntut untuk menguasai keterampilan dalam menyelesaikan masalah-masalah organisasi."
Kewirausahaan,Ekonomi & Bisnis,"Secara garis besar, di Jurusan Kewirausahaan mahasiswa akan belajar bagaimana cara mengidentifikasi peluang bisnis, konsep, serta strategi yang baik dalam mendirikan atau mengembangkan suatu usaha. Konsep-konsep utama yang akan kamu pelajari yakni yang berhubungan dengan prosedur pengelolaan sebuah usaha dan inovasi dalam pengembangannya, kemudian pengembangan kreativitas pada suatu jenis usaha, dan juga cara menemukan serta menjalankan bisnis baru.","Kemampuan berorientasi pada detail, Kemampuan mendeskripsikan ide, Kemampuan komunikasi, Kemampuan bekerja bersama tim, Kemampuan riset dan analisis","Market Researcher, Digital Marketing, Konsultan Bisnis",https://campus.quipper.com/majors/id-kewirausahaan,"Kewirausahaan Ekonomi & Bisnis Kemampuan berorientasi pada detail, Kemampuan mendeskripsikan ide, Kemampuan komunikasi, Kemampuan bekerja bersama tim, Kemampuan riset dan analisis Market Researcher, Digital Marketing, Konsultan Bisnis Secara garis besar, di Jurusan Kewirausahaan mahasiswa akan belajar bagaimana cara mengidentifikasi peluang bisnis, konsep, serta strategi yang baik dalam mendirikan atau mengembangkan suatu usaha. Konsep-konsep utama yang akan kamu pelajari yakni yang berhubungan dengan prosedur pengelolaan sebuah usaha dan inovasi dalam pengembangannya, kemudian pengembangan kreativitas pada suatu jenis usaha, dan juga cara menemukan serta menjalankan bisnis baru."
Perbankan Syariah,Ekonomi & Bisnis,Jurusan Perbankan Syariah merupakan pilihan jurusan yang mempelajari tentang kegiatan perbankan yang berbasiskan aturan syariah Islam. Lembaga perbankan syariah sendiri di Indonesia sudah resmi berdiri sejak tahun 1991. Lembaga keuangan berbasis syariah yang pertama dimiliki Indonesia adalah Bank Muamalat Indonesia yang merupakan hasil kerja tim perbankan Majelis Ulama Indonesia (MUI) ketika itu.,"Kemampuan problem solving, Kemampuan berpikir kreatif, Kemampuan observasi, Kemampuan analisis, Tekun, detail, dan rasional, Ketelitian","Makelar Saham (Broker Saham), Bagian Penjualan (Sales) di Lembaga Keuangan, Pegawai Bank (Account Officer), Akuntan, Bagian Penjualan dan Pelayanan (Customer Service), Ekonom, Wirausaha (Entrepreuner), Bagian Keuangan (Finance), Teller Bank",https://campus.quipper.com/majors/id-perbankan-syariah,"Perbankan Syariah Ekonomi & Bisnis Kemampuan problem solving, Kemampuan berpikir kreatif, Kemampuan observasi, Kemampuan analisis, Tekun, detail, dan rasional, Ketelitian Makelar Saham (Broker Saham), Bagian Penjualan (Sales) di Lembaga Keuangan, Pegawai Bank (Account Officer), Akuntan, Bagian Penjualan dan Pelayanan (Customer Service), Ekonom, Wirausaha (Entrepreuner), Bagian Keuangan (Finance), Teller Bank Jurusan Perbankan Syariah merupakan pilihan jurusan yang mempelajari tentang kegiatan perbankan yang berbasiskan aturan syariah Islam. Lembaga perbankan syariah sendiri di Indonesia sudah resmi berdiri sejak tahun 1991. Lembaga keuangan berbasis syariah yang pertama dimiliki Indonesia adalah Bank Muamalat Indonesia yang merupakan hasil kerja tim perbankan Majelis Ulama Indonesia (MUI) ketika itu."
Aktuaria,Ekonomi & Bisnis,"Jurusan Aktuaria adalah jurusan yang mempelajari ilmu probabilitas, matematika, statistik dan keuangan untuk dapat melakukan pengelolaan resiko dan ketidakpastian dalam membantu client meminimalkan resiko.","Kemampuan analisis, Kemampuan berpikir strategis, Kemampuan matematika, Kemampuan riset, Kemampuan manajemen risiko","Akuntan, Ekonom, Aktuaris",https://campus.quipper.com/majors/id-aktuaria,"Aktuaria Ekonomi & Bisnis Kemampuan analisis, Kemampuan berpikir strategis, Kemampuan matematika, Kemampuan riset, Kemampuan manajemen risiko Akuntan, Ekonom, Aktuaris Jurusan Aktuaria adalah jurusan yang mempelajari ilmu probabilitas, matematika, statistik dan keuangan untuk dapat melakukan pengelolaan resiko dan ketidakpastian dalam membantu client meminimalkan resiko."
Manajemen Pemasaran,Ekonomi & Bisnis,"Jurusan Manajemen Pemasaran adalah jurusan yang fokus pada perencanaan, pengelolaan, pelaksanaan, dan pengawasan hingga ke tahap evaluasi terhadap semua proses pemasaran barang maupun jasa oleh perusahaan. Mahasiswa akan belajar tentang bagaimana mengembangkan jangkauan pasar serta bagaimana jalannya pergerakan atau distribusi produk hingga ke tangan konsumen.","Kemampuan komunikasi, Kemampuan berpikir kreatif, Kemampuan bekerja dalam tim, Kemampuan observasi, Kemampuan analisis, Kemampuan problem solving, Tekun, detail, dan rasional","Bagian Penjualan (Sales), Bagian Penjualan (Sales) di Lembaga Keuangan, Pegawai Bank (Account Officer), Bagian Penjualan dan Pelayanan (Customer Service), Agen Properti, Market Researcher, Event Planner/Event Organizer, Telemarketer, Wirausaha (Entrepreuner), Business Development",https://campus.quipper.com/majors/id-manajemen-pemasaran,"Manajemen Pemasaran Ekonomi & Bisnis Kemampuan komunikasi, Kemampuan berpikir kreatif, Kemampuan bekerja dalam tim, Kemampuan observasi, Kemampuan analisis, Kemampuan problem solving, Tekun, detail, dan rasional Bagian Penjualan (Sales), Bagian Penjualan (Sales) di Lembaga Keuangan, Pegawai Bank (Account Officer), Bagian Penjualan dan Pelayanan (Customer Service), Agen Properti, Market Researcher, Event Planner/Event Organizer, Telemarketer, Wirausaha (Entrepreuner), Business Development Jurusan Manajemen Pemasaran adalah jurusan yang fokus pada perencanaan, pengelolaan, pelaksanaan, dan pengawasan hingga ke tahap evaluasi terhadap semua proses pemasaran barang maupun jasa oleh perusahaan. Mahasiswa akan belajar tentang bagaimana mengembangkan jangkauan pasar serta bagaimana jalannya pergerakan atau distribusi produk hingga ke tangan konsumen."
Administrasi Fiskal,Ekonomi & Bisnis,"Pengelolaan ekonomi di suatu negara umumnya diatur lewat dua jenis kebijakan yaitu kebijakan moneter dan kebijakan fiskal. Nah, Program Studi Administrasi Fiskal merupakan jurusan yang berfokus pada pengkajian kebijakan fiskal.","Memahami dasar-dasar perpajakan, Kemampuan menganalisis, Kemampuan menyusun laporan keuangan, Kemampuan menyusun laporan perpajakan, Kemampuan memecahkan masalah, Kemampuan menggunakan software akuntansi dan perpajakan, Kemampuan komunikasi, Teliti, detil, dan rasional","Akuntan, Konsultan Pajak, Bagian Tata Usaha (Atase) Perdagangan Luar Negeri, Dosen",https://campus.quipper.com/majors/id-administrasi-fiskal,"Administrasi Fiskal Ekonomi & Bisnis Memahami dasar-dasar perpajakan, Kemampuan menganalisis, Kemampuan menyusun laporan keuangan, Kemampuan menyusun laporan perpajakan, Kemampuan memecahkan masalah, Kemampuan menggunakan software akuntansi dan perpajakan, Kemampuan komunikasi, Teliti, detil, dan rasional Akuntan, Konsultan Pajak, Bagian Tata Usaha (Atase) Perdagangan Luar Negeri, Dosen Pengelolaan ekonomi di suatu negara umumnya diatur lewat dua jenis kebijakan yaitu kebijakan moneter dan kebijakan fiskal. Nah, Program Studi Administrasi Fiskal merupakan jurusan yang berfokus pada pengkajian kebijakan fiskal."
Ekonomi Syariah,Ekonomi & Bisnis,"Jurusan Ekonomi Syariah sering juga disebut Jurusan Ekonomi Islam di beberapa perguruan tinggi. Secara umum, di jurusan ini kamu akan mempelajari subjek-subjek yang kurang lebih sama seperti Jurusan Ekonomi pada umumnya, misalnya pengelolaan sumber daya, kajian prinsip-prinsip ekonomi baik makro maupun mikro, perdagangan internasional, dan lain-lain.","Kemampuan analisis, Kemampuan komunikasi, Kemampuan logika dan matematika dasar, Kemampuan deskripsi, Kemampuan meneliti, Kemampuan berpikir logis dan terstruktur","Bagian Penjualan (Sales) di Lembaga Keuangan, Pegawai Bank (Account Officer), Pegawai Asuransi, Dosen, Ekonom, Wirausaha (Entrepreuner), Bagian Keuangan (Finance), Peneliti",https://campus.quipper.com/majors/id-ekonomi-syariah,"Ekonomi Syariah Ekonomi & Bisnis Kemampuan analisis, Kemampuan komunikasi, Kemampuan logika dan matematika dasar, Kemampuan deskripsi, Kemampuan meneliti, Kemampuan berpikir logis dan terstruktur Bagian Penjualan (Sales) di Lembaga Keuangan, Pegawai Bank (Account Officer), Pegawai Asuransi, Dosen, Ekonom, Wirausaha (Entrepreuner), Bagian Keuangan (Finance), Peneliti Jurusan Ekonomi Syariah sering juga disebut Jurusan Ekonomi Islam di beberapa perguruan tinggi. Secara umum, di jurusan ini kamu akan mempelajari subjek-subjek yang kurang lebih sama seperti Jurusan Ekonomi pada umumnya, misalnya pengelolaan sumber daya, kajian prinsip-prinsip ekonomi baik makro maupun mikro, perdagangan internasional, dan lain-lain."
Administrasi Perpajakan,Ekonomi & Bisnis,"Apakah Quipperian tertarik belajar akuntansi khususnya terkait pajak atau kamu memiliki daya ingat yang kuat dan gemar menghitung? Apabila jawabannya “ya”, maka kamu dapat mencoba berkuliah di Jurusan Administrasi Perpajakan.","Pemahaman matematika, Kemampuan manajerial, Kemampuan melakukan analisis, Kemampuan mengelola organisasi, Kemampuan berpikir strategis, Kemampuan komunikasi","Pegawai Negeri Sipil (PNS), Petugas Imigrasi, Akuntan, Dosen, Wirausaha (Entrepreuner)",https://campus.quipper.com/majors/id-administrasi-perpajakan,"Administrasi Perpajakan Ekonomi & Bisnis Pemahaman matematika, Kemampuan manajerial, Kemampuan melakukan analisis, Kemampuan mengelola organisasi, Kemampuan berpikir strategis, Kemampuan komunikasi Pegawai Negeri Sipil (PNS), Petugas Imigrasi, Akuntan, Dosen, Wirausaha (Entrepreuner) Apakah Quipperian tertarik belajar akuntansi khususnya terkait pajak atau kamu memiliki daya ingat yang kuat dan gemar menghitung? Apabila jawabannya “ya”, maka kamu dapat mencoba berkuliah di Jurusan Administrasi Perpajakan."
Tata Niaga,Ekonomi & Bisnis,"Tata Niaga adalah jurusan yang mempelajari mengenai segala sesuatu yang memiliki kaitan erat dengan kegiatan operasional bisnis atau perusahaan, seperti mempelajari pengelolaan perusahaan dan pemasaran suatu produk. Di beberapa kampus, jurusan ini juga disebut dengan Administrasi Bisnis.","Kemampuan dalam bidang strategi pemasaran, Kemampuan memahami prinsip-prinsip bisnis, Kemampuan komunikasi, Kemampuan manajerial, Kemampuan berpikir kreatif, Kemampuan kewirausahaan, Kemampuan administrasi, Pemahaman pasar","Tata Usaha (Admin), Pegawai Bank (Account Officer), Bagian Personalia (HRD), Dosen, Digital Marketing",https://campus.quipper.com/majors/id-tata-niaga,"Tata Niaga Ekonomi & Bisnis Kemampuan dalam bidang strategi pemasaran, Kemampuan memahami prinsip-prinsip bisnis, Kemampuan komunikasi, Kemampuan manajerial, Kemampuan berpikir kreatif, Kemampuan kewirausahaan, Kemampuan administrasi, Pemahaman pasar Tata Usaha (Admin), Pegawai Bank (Account Officer), Bagian Personalia (HRD), Dosen, Digital Marketing Tata Niaga adalah jurusan yang mempelajari mengenai segala sesuatu yang memiliki kaitan erat dengan kegiatan operasional bisnis atau perusahaan, seperti mempelajari pengelolaan perusahaan dan pemasaran suatu produk. Di beberapa kampus, jurusan ini juga disebut dengan Administrasi Bisnis."
Manajemen Keuangan Syariah,Ekonomi & Bisnis,"Jurusan Manajemen Keuangan Syariah, sesuai namanya, mengkaji manajemen keuangan yang berlandaskan syariah. Hal-hal yang dipelajari seperti analisa, perencanaan keuangan, risiko pada perusahaan/lembaga, serta pembiayaan lembaga keuangan yang berprinsipkan syariah. Selain itu, kamu juga belajar mengenai investasi dan pendanaan jangka panjang, manajemen modal kerja, serta berbagai topik yang berkaitan dengan keuangan masa kini.","Kemampuan bisnis, Kemampuan analisis, Kemampuan komunikasi, Kemampuan berpikir logis dan struktur, Kemampuan pengelolaan keuangan syariah, Kemampuan problem solving","Pegawai Bank (Account Officer), Pegawai Asuransi, Dosen, Wirausaha (Entrepreuner), Bagian Keuangan (Finance), Auditor, Konsultan Bisnis",https://campus.quipper.com/majors/id-manajemen-keuangan-syariah,"Manajemen Keuangan Syariah Ekonomi & Bisnis Kemampuan bisnis, Kemampuan analisis, Kemampuan komunikasi, Kemampuan berpikir logis dan struktur, Kemampuan pengelolaan keuangan syariah, Kemampuan problem solving Pegawai Bank (Account Officer), Pegawai Asuransi, Dosen, Wirausaha (Entrepreuner), Bagian Keuangan (Finance), Auditor, Konsultan Bisnis Jurusan Manajemen Keuangan Syariah, sesuai namanya, mengkaji manajemen keuangan yang berlandaskan syariah. Hal-hal yang dipelajari seperti analisa, perencanaan keuangan, risiko pada perusahaan/lembaga, serta pembiayaan lembaga keuangan yang berprinsipkan syariah. Selain itu, kamu juga belajar mengenai investasi dan pendanaan jangka panjang, manajemen modal kerja, serta berbagai topik yang berkaitan dengan keuangan masa kini."
Bisnis Internasional,Ekonomi & Bisnis,"Quipperian, kamu sering nggak sih menemukan label “made in China” yang melekat di suatu barang? Yup, munculnya barang-barang yang dibuat di Cina dapat menjadi salah satu bukti bahwa saat ini kegiatan bisnis nggak hanya dilakukan dalam lingkup daerah tertentu, melainkan telah melewati batas daerah dan bahkan negara. Melihat peluang tersebut, Jurusan Bisnis Internasional bisa menjadi pilihan yang tepat untuk kamu.","Kemampuan riset, Kemampuan analisis, Kemampuan berpikir kritis, Kemampuan berpikir logis dan matematis, Kemampuan problem solving, Keterampilan bahasa asing","Business Intelligence, Business Development, Konsultan Bisnis",https://campus.quipper.com/majors/id-bisnis-internasional,"Bisnis Internasional Ekonomi & Bisnis Kemampuan riset, Kemampuan analisis, Kemampuan berpikir kritis, Kemampuan berpikir logis dan matematis, Kemampuan problem solving, Keterampilan bahasa asing Business Intelligence, Business Development, Konsultan Bisnis Quipperian, kamu sering nggak sih menemukan label “made in China” yang melekat di suatu barang? Yup, munculnya barang-barang yang dibuat di Cina dapat menjadi salah satu bukti bahwa saat ini kegiatan bisnis nggak hanya dilakukan dalam lingkup daerah tertentu, melainkan telah melewati batas daerah dan bahkan negara. Melihat peluang tersebut, Jurusan Bisnis Internasional bisa menjadi pilihan yang tepat untuk kamu."
Manajemen Bisnis,Ekonomi & Bisnis,"Jurusan Manajemen Bisnis merupakan bidang studi yang melibatkan 2 area yang luas untuk keperluan perekrutan, pelatihan dan koordinasi serta menjadi manajer untuk pengambilan keputusan yang efektif demi mengatur dan mencapai tujuan bisnis dengan mendalami ilmu dan skill pengelolaan bisnis.","Soft skill berpikir matematis dan logis, Soft skill dalam bernegosiasi dan komunikasi, Pengelolaan bisnis mandiri, Pengelolaan informasi, Pengelolaan analisis bisnis",Tidak ada informasi,https://campus.quipper.com/majors/id-manajemen-bisnis,"Manajemen Bisnis Ekonomi & Bisnis Soft skill berpikir matematis dan logis, Soft skill dalam bernegosiasi dan komunikasi, Pengelolaan bisnis mandiri, Pengelolaan informasi, Pengelolaan analisis bisnis Tidak ada informasi Jurusan Manajemen Bisnis merupakan bidang studi yang melibatkan 2 area yang luas untuk keperluan perekrutan, pelatihan dan koordinasi serta menjadi manajer untuk pengambilan keputusan yang efektif demi mengatur dan mencapai tujuan bisnis dengan mendalami ilmu dan skill pengelolaan bisnis."
Manajemen Bisnis Syariah,Ekonomi & Bisnis,"Sekarang ini, ekonomi syariah sedang mengalami perkembangan yang pesat di Indonesia. Hal ini semakin ditambah dengan adanya dukungan dari pemerintah pada pengembangan ekonomi syariah. Contohnya saja seperti fokusnya pemerintah pada program Halal di sejumlah industri.","Mengelola bisnis dengan aktivitas dan tujuan sesuai syariat yang berlaku dalam islam, Melakukan pendekatan aplikatif dalam bisnis, Mengembangkan bisnis syariah secara mandiri, Merancang bisnis sesuai dengan syariat Islam, Pengembangan karakter kepemimpinan, konseptual, dan komunikasi yang baik dalam diri",Tidak ada informasi,https://campus.quipper.com/majors/id-manajemen-bisnis-syariah,"Manajemen Bisnis Syariah Ekonomi & Bisnis Mengelola bisnis dengan aktivitas dan tujuan sesuai syariat yang berlaku dalam islam, Melakukan pendekatan aplikatif dalam bisnis, Mengembangkan bisnis syariah secara mandiri, Merancang bisnis sesuai dengan syariat Islam, Pengembangan karakter kepemimpinan, konseptual, dan komunikasi yang baik dalam diri Tidak ada informasi Sekarang ini, ekonomi syariah sedang mengalami perkembangan yang pesat di Indonesia. Hal ini semakin ditambah dengan adanya dukungan dari pemerintah pada pengembangan ekonomi syariah. Contohnya saja seperti fokusnya pemerintah pada program Halal di sejumlah industri."
Komputerisasi Akuntansi,Ekonomi & Bisnis,"Perkembangan teknologi saat ini memang membuat sejumlah jurusan kuliah kurang relevan lagi, karena prospek kerja yang dimiliki oleh jurusan tersebut telah diganti dengan penggunaan teknologi, dan akhirnya membuat orang cemas dengan masa depan pendidikannya.","Kemampuan berhitung, Kemampuan menggunakan software akuntansi, Kemampuan mengelola keuangan, Menguasai langkah laporan keuangan, Kemampuan Logika & Algoritma",Tidak ada informasi,https://campus.quipper.com/majors/id-komputerisasi-akuntansi,"Komputerisasi Akuntansi Ekonomi & Bisnis Kemampuan berhitung, Kemampuan menggunakan software akuntansi, Kemampuan mengelola keuangan, Menguasai langkah laporan keuangan, Kemampuan Logika & Algoritma Tidak ada informasi Perkembangan teknologi saat ini memang membuat sejumlah jurusan kuliah kurang relevan lagi, karena prospek kerja yang dimiliki oleh jurusan tersebut telah diganti dengan penggunaan teknologi, dan akhirnya membuat orang cemas dengan masa depan pendidikannya."
Akuntansi Sektor Publik,Ekonomi & Bisnis,Sebetulnya akuntansi sektor publik sama dengan jurusan akuntansi pada umumnya. Hal yang membuatnya berbeda adalah jurusan ini mengajarkan akuntansi untuk di sektor publik atau pemerintahan.,"Mengelola keuangan, Analisis laporan keuangan, Akuntansi, Problem Solving",Tidak ada informasi,https://campus.quipper.com/majors/id-akuntansi-sektor-publik,"Akuntansi Sektor Publik Ekonomi & Bisnis Mengelola keuangan, Analisis laporan keuangan, Akuntansi, Problem Solving Tidak ada informasi Sebetulnya akuntansi sektor publik sama dengan jurusan akuntansi pada umumnya. Hal yang membuatnya berbeda adalah jurusan ini mengajarkan akuntansi untuk di sektor publik atau pemerintahan."
Manajemen Perkantoran,Ekonomi & Bisnis,"Apakah Quipperian tertarik belajar ilmu manajemen khususnya tentang cara mengelola dokumen, mengelola keuangan perusahaan, atau mengelola sistem informasi perkantoran? Apabila jawabannya “ya”, maka kamu dapat mencoba berkuliah di Jurusan Manajemen Perkantoran.","Kemampuan administrasi, Kemampuan membuat surat, Kemampuan entrepreneur, Kemampuan mengoperasikan teknologi pengelolaan dokumen administrasi, Kemampuan analisis, Kemampuan komunikasi, Pengetahuan ketenagakerjaan","Sekretaris, Staff Administrasi, Asisten Manager",https://campus.quipper.com/majors/id-manajemen-perkantoran,"Manajemen Perkantoran Ekonomi & Bisnis Kemampuan administrasi, Kemampuan membuat surat, Kemampuan entrepreneur, Kemampuan mengoperasikan teknologi pengelolaan dokumen administrasi, Kemampuan analisis, Kemampuan komunikasi, Pengetahuan ketenagakerjaan Sekretaris, Staff Administrasi, Asisten Manager Apakah Quipperian tertarik belajar ilmu manajemen khususnya tentang cara mengelola dokumen, mengelola keuangan perusahaan, atau mengelola sistem informasi perkantoran? Apabila jawabannya “ya”, maka kamu dapat mencoba berkuliah di Jurusan Manajemen Perkantoran."
Geografi,Geografi & Kebumian,"Geografi umumnya membahas bentang lahan dan hal-hal terkait fisik bumi. Quipperian akan mempelajari topografi, iklim, hingga geografi manusia untuk mencari hubungan antara kondisi alami dan pengumpulan populasi, penggunaan lahan, industri, sejarah, budaya, dan sebagainya. Selain belajar tentang fisik bumi, kamu juga akan dibekali dengan kemampuan untuk memahami perspektif regional dalam berbagai pengembangan wilayah termasuk penguasaan teknologi sistem informasi geografis.","Kemampuan meneliti, Kemampuan menganalisis dan mensintesis, Kemampuan membaca data spasial, Kemampuan melakukan perencanaan, Kemampuan manajerial, Kemampuan komunikasi, Pemahaman geografi","Pegawai Negeri Sipil (PNS), Pegawai Negeri Sipil Daerah (PNS Daerah), Teknisi dan Operator Pabrik, Surveyor Tanah, Tenaga Ahli Prakiraan Cuaca, Dosen, Chocolatier, Ahli Pemetaan (Kartografer), System Analyst",https://campus.quipper.com/majors/id-geografi,"Geografi Geografi & Kebumian Kemampuan meneliti, Kemampuan menganalisis dan mensintesis, Kemampuan membaca data spasial, Kemampuan melakukan perencanaan, Kemampuan manajerial, Kemampuan komunikasi, Pemahaman geografi Pegawai Negeri Sipil (PNS), Pegawai Negeri Sipil Daerah (PNS Daerah), Teknisi dan Operator Pabrik, Surveyor Tanah, Tenaga Ahli Prakiraan Cuaca, Dosen, Chocolatier, Ahli Pemetaan (Kartografer), System Analyst Geografi umumnya membahas bentang lahan dan hal-hal terkait fisik bumi. Quipperian akan mempelajari topografi, iklim, hingga geografi manusia untuk mencari hubungan antara kondisi alami dan pengumpulan populasi, penggunaan lahan, industri, sejarah, budaya, dan sebagainya. Selain belajar tentang fisik bumi, kamu juga akan dibekali dengan kemampuan untuk memahami perspektif regional dalam berbagai pengembangan wilayah termasuk penguasaan teknologi sistem informasi geografis."
Teknik Geodesi,Geografi & Kebumian,"Teknik Geodesi merupakan salah satu bidang ilmu kebumian yang berkaitan erat sama lingkungan fisik bumi. Di jurusan ini Quipperian akan banyak melakukan survei, dan pemetaan. Saat ini, pembelajaran penentuan posisi telah berkembang menjadi lebih terpadu mulai dari pengukuran, analisis, pengelolaan, penyimpanan, sampai penyajian deskripsi dan lokasi dan data berbasis muka bumi. Oleh karena itu ada pula kampus yang menamai jurusan ini dengan Teknik Geomatika","Kemampuan melakukan observasi, Kemampuan melakukan analisis, Kemampuan berpikir sistematis, Kemampuan memroses data dengan perangkat lunak, Pemahaman matematika, Detil, teliti, tekun","Pegawai Negeri Sipil (PNS), Teknisi Tambang, Minyak, dan Material, Surveyor Tanah, Dosen, Kontraktor, Ahli Pemetaan (Kartografer), Research And Development (RnD), Bartender, Quality Assurance (QA) & Quality Control (QC), System Analyst",https://campus.quipper.com/majors/id-teknik-geodesi,"Teknik Geodesi Geografi & Kebumian Kemampuan melakukan observasi, Kemampuan melakukan analisis, Kemampuan berpikir sistematis, Kemampuan memroses data dengan perangkat lunak, Pemahaman matematika, Detil, teliti, tekun Pegawai Negeri Sipil (PNS), Teknisi Tambang, Minyak, dan Material, Surveyor Tanah, Dosen, Kontraktor, Ahli Pemetaan (Kartografer), Research And Development (RnD), Bartender, Quality Assurance (QA) & Quality Control (QC), System Analyst Teknik Geodesi merupakan salah satu bidang ilmu kebumian yang berkaitan erat sama lingkungan fisik bumi. Di jurusan ini Quipperian akan banyak melakukan survei, dan pemetaan. Saat ini, pembelajaran penentuan posisi telah berkembang menjadi lebih terpadu mulai dari pengukuran, analisis, pengelolaan, penyimpanan, sampai penyajian deskripsi dan lokasi dan data berbasis muka bumi. Oleh karena itu ada pula kampus yang menamai jurusan ini dengan Teknik Geomatika"
Teknik Geologi,Geografi & Kebumian,"Teknik Geologi merupakan bidang studi yang banyak melakukan penelitian terkait bumi, komposisi, struktur, sifat-sifat fisik, sejarah, hingga proses pembentukannya. Perkembangan ilmu geologi saat ini sangat luas, sehingga tidak hanya terbatas pada sumber daya mineral, tetapi juga konstruksi bangunan hingga bencana.","Kemampuan melakukan observasi, Kemampuan melakukan analisis, Kemampuan berpikir rasional, Kemampuan berpikir sistematis, Kemampuan meneliti, Pemahaman matematika","Pegawai Negeri Sipil (PNS), Teknisi Tambang, Minyak, dan Material, Surveyor Tanah, Dosen, Kontraktor, Wirausaha (Entrepreuner), Research And Development (RnD), Bartender, Quality Assurance (QA) & Quality Control (QC), System Analyst",https://campus.quipper.com/majors/id-teknik-geologi,"Teknik Geologi Geografi & Kebumian Kemampuan melakukan observasi, Kemampuan melakukan analisis, Kemampuan berpikir rasional, Kemampuan berpikir sistematis, Kemampuan meneliti, Pemahaman matematika Pegawai Negeri Sipil (PNS), Teknisi Tambang, Minyak, dan Material, Surveyor Tanah, Dosen, Kontraktor, Wirausaha (Entrepreuner), Research And Development (RnD), Bartender, Quality Assurance (QA) & Quality Control (QC), System Analyst Teknik Geologi merupakan bidang studi yang banyak melakukan penelitian terkait bumi, komposisi, struktur, sifat-sifat fisik, sejarah, hingga proses pembentukannya. Perkembangan ilmu geologi saat ini sangat luas, sehingga tidak hanya terbatas pada sumber daya mineral, tetapi juga konstruksi bangunan hingga bencana."
Astronomi,Geografi & Kebumian,"Jurusan Astronomi adalah salah satu jurusan yang masih kurang familiar di Indonesia. Pertanyaan seperti ""mau kerja di mana lulusannya?"", juga pasti sering menghantui mahasiswa jurusan ini. Meski begitu, ternyata jurusan ini unik dan seru untuk dipelajari lho!","Kemampuan melakukan analisis, Kemampuan berpikir logis dan sistematis, Kemampuan observasi, Tekun, detail, dan teliti","Jurnalis (Reporter), Konsultan IT, Astronot, Dosen, Penulis (Content Writer), Peneliti",https://campus.quipper.com/majors/id-astronomi,"Astronomi Geografi & Kebumian Kemampuan melakukan analisis, Kemampuan berpikir logis dan sistematis, Kemampuan observasi, Tekun, detail, dan teliti Jurnalis (Reporter), Konsultan IT, Astronot, Dosen, Penulis (Content Writer), Peneliti Jurusan Astronomi adalah salah satu jurusan yang masih kurang familiar di Indonesia. Pertanyaan seperti ""mau kerja di mana lulusannya?"", juga pasti sering menghantui mahasiswa jurusan ini. Meski begitu, ternyata jurusan ini unik dan seru untuk dipelajari lho!"
